PRIMARYSAMPLEBARCODE,COLLECTIONDATE,MATTYPE,SPECIES,SPECIES EN,SPECIES LATIN,Location,BirdId
16TV0139,17-03-2017,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Kampen, Nederland",10166419
16TV0139,17-03-2017,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Kampen, Nederland",10166419
16TV1114,17-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Olst, Nederland",10171787
16TV1114,17-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Olst, Nederland",10171787
16TV1115,17-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Olst, Nederland",9426684
16TV1115,17-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Olst, Nederland",9426684
16TV0002,18-10-2016,Cloacal/throat swab,Braamsluiper,Lesser Whitethroat,Sylvia curruca,"Vlieland, Nederland",10211871
16TV0002,18-10-2016,Cloacal/throat swab,Braamsluiper,Lesser Whitethroat,Sylvia curruca,"Vlieland, Nederland",10211871
16TV1130,11-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10108082
16TV1130,11-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10108082
16TV1130,06-12-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10108082
16TV1130,17-03-2017,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10108082
16TV1128,06-12-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10108079
16TV1128,06-12-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10108079
16TV0247,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Naarden, Nederland",10112573
16TV0247,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Naarden, Nederland",10112573
16TV0249,11-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Naarden, Nederland",10112537
16TV0249,13-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Naarden, Nederland",10112537
16TV0247,06-12-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Naarden, Nederland",10112573
16TV0247,06-12-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Naarden, Nederland",10112573
16TV0249,06-12-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Naarden, Nederland",10112537
16TV0249,17-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Naarden, Nederland",10112537
16TV0249,17-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Naarden, Nederland",10112537
16TV0758,06-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Naarden, Nederland",10112559
16TV0758,06-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Naarden, Nederland",10112559
16TV0798,06-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Naarden, Nederland",10112569
16TV0798,06-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Naarden, Nederland",10112569
16TV0246,11-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Naarden, Nederland",10112570
16TV0246,11-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Naarden, Nederland",10112570
16TV0246,06-12-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Naarden, Nederland",10112570
16TV0246,06-12-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Naarden, Nederland",10112570
16TV0758,06-12-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Naarden, Nederland",10112559
16TV0758,06-12-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Naarden, Nederland",10112559
16TV0798,06-12-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Naarden, Nederland",10112569
16TV0798,06-12-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Naarden, Nederland",10112569
16TV0259,06-12-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Naarden, Nederland",10112536
16TV0259,06-12-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Naarden, Nederland",10112536
16TV0773,06-12-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Naarden, Nederland",10112535
16TV0773,06-12-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Naarden, Nederland",10112535
16TV1142,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10110293
16TV1142,11-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10110293
16TV1143,11-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10110295
16TV1143,11-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10110295
16TV1149,11-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10110291
16TV1149,11-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10110291
16TV1142,06-12-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10110293
16TV1142,06-12-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10110293
16TV1143,06-12-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10110295
16TV1149,06-12-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10110291
16TV1149,06-12-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10110291
16TV1143,17-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10110295
16TV1067,20-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Siebengewald, Nederland",10119253
16TV1067,20-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Siebengewald, Nederland",10119253
16TV1067,26-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Siebengewald, Nederland",10119253
16TV1067,29-11-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Siebengewald, Nederland",10119253
16TV0251,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Naarden, Nederland",10112534
16TV0251,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Naarden, Nederland",10112534
16TV0251,06-12-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Naarden, Nederland",10112534
16TV0251,06-12-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Naarden, Nederland",10112534
16TV1072,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Uden, Nederland",10110342
16TV1072,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Uden, Nederland",10110342
16TV1072,06-12-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Uden, Nederland",10110342
16TV1145,11-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9955229
16TV1145,13-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9955229
16TV1145,06-12-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9955229
16TV1145,17-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9955229
16TV1145,17-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9955229
16TV0134,06-12-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Hengelo, Nederland",10111619
16TV0134,06-12-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Hengelo, Nederland",10111619
16TV1132,11-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10124867
16TV1132,13-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10124867
16TV1132,18-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10124867
16TV1132,17-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10124867
16TV1135,11-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10124869
16TV1136,11-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10124870
16TV1136,11-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10124870
16TV1135,13-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10124869
16TV1136,13-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10124870
16TV1136,13-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10124870
16TV1135,18-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10124869
16TV1136,18-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10124870
16TV1135,17-03-2017,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10124869
16TV1136,17-03-2017,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10124870
16TV1124,17-03-2017,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10124868
16TV1124,17-03-2017,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10124868
16TV1048,11-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Berg en Dal, Nederland",10341847
16TV1048,11-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Berg en Dal, Nederland",10341847
16TV1048,17-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Berg en Dal, Nederland",10341847
16TV1048,17-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Berg en Dal, Nederland",10341847
16TV1144,11-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9996394
16TV1144,11-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9996394
16TV1144,17-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9996394
16TV1144,17-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9996394
16TV1175,11-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Liessel, Nederland",10122954
16TV1175,13-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Liessel, Nederland",10122954
16TV1175,18-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Liessel, Nederland",10122954
16TV1175,18-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Liessel, Nederland",10122954
16TV1151,18-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Olst, Nederland",10171793
16TV1151,18-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Olst, Nederland",10171793
16TV1139,13-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10125651
16TV1139,13-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10125651
16TV1139,18-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10125651
16TV1139,18-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10125651
16TV0154,02-11-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Almere, Nederland",10133289
16TV0154,04-11-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Almere, Nederland",10133289
16TV0154,04-11-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Almere, Nederland",10133289
16TV0154,16-05-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Almere, Nederland",10133289
16TV1121,20-10-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10126873
16TV1121,20-10-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10126873
16TV0519,07-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Naarden, Nederland",10146818
16TV0519,07-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Naarden, Nederland",10146818
16TV0519,13-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Naarden, Nederland",10146818
16TV0519,13-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Naarden, Nederland",10146818
16TV0254,11-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Naarden, Nederland",10146819
16TV0254,13-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Naarden, Nederland",10146819
16TV0254,18-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Naarden, Nederland",10146819
16TV0254,18-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Naarden, Nederland",10146819
16TV0516,18-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Naarden, Nederland",10043468
16TV0516,18-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Naarden, Nederland",10043468
16TV1182,13-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10127853
16TV1182,13-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10127853
16TV1182,18-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10127853
16TV1140,07-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10127854
16TV1140,07-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10127854
16TV1100,18-10-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Lelystad, Nederland",10159498
16TV0140,13-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10125313
16TV0140,18-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10125313
16TV0140,18-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10125313
16TV1188,07-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Liessel, Nederland",10128535
16TV1188,13-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Liessel, Nederland",10128535
16TV1188,13-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Liessel, Nederland",10128535
16TV1188,20-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Liessel, Nederland",10128535
16TV1133,07-10-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10130221
16TV1133,07-10-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10130221
16TV1138,07-10-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10130222
16TV1138,07-10-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10130222
16TV1147,20-10-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Overdinkel, Nederland",9438607
16TV1147,20-10-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Overdinkel, Nederland",9438607
16TV0985,20-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Ospel, Nederland",10133404
16TV0985,20-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Ospel, Nederland",10133404
16TV0985,26-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Ospel, Nederland",10133404
16TV0985,26-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Ospel, Nederland",10133404
16TV0701,20-10-2016,Cloacal/throat swab,Wintertaling,Eurasian Teal,Anas crecca,"Ospel, Nederland",10133402
16TV0701,20-10-2016,Cloacal/throat swab,Wintertaling,Eurasian Teal,Anas crecca,"Ospel, Nederland",10133402
16TV0701,26-10-2016,Cloacal/throat swab,Wintertaling,Eurasian Teal,Anas crecca,"Ospel, Nederland",10133402
16TV0701,26-10-2016,Cloacal/throat swab,Wintertaling,Eurasian Teal,Anas crecca,"Ospel, Nederland",10133402
16TV1221,20-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9996374
16TV1221,20-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9996374
16TV1225,20-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10133546
16TV1225,26-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10133546
16TV1221,26-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9996374
16TV1221,26-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9996374
16TV1225,26-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10133546
16TV1225,02-11-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10133546
16TV0509,02-11-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Almere, Nederland",10154115
16TV0509,04-11-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Almere, Nederland",10154115
16TV0509,04-11-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Almere, Nederland",10154115
16TV0509,16-05-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Almere, Nederland",10154115
16TV0508,02-11-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Almere, Nederland",10154117
16TV0508,04-11-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Almere, Nederland",10154117
16TV0508,04-11-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Almere, Nederland",10154117
16TV0508,16-05-2017,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Almere, Nederland",10154117
16TV1200,20-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10172633
16TV1200,26-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10172633
16TV1200,26-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10172633
16TV1200,26-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10172633
16TV1204,20-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10172635
16TV1204,20-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10172635
16TV1204,26-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10172635
16TV1204,26-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10172635
16TV1209,20-10-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Overdinkel, Nederland",10136206
16TV1209,20-10-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Overdinkel, Nederland",10136206
16TV1215,20-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10136191
16TV1215,20-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10136191
16TV1208,26-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10136190
16TV1208,26-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10136190
16TV1208,26-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10136190
16TV1215,26-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10136191
16TV1215,26-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10136191
16TV1208,16-05-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10136190
16TV0452,26-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Kampen, Nederland",10167095
16TV0452,26-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Kampen, Nederland",10167095
16TV0548,26-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Kampen, Nederland",10167096
