PRIMARYSAMPLEBARCODE,COLLECTIONDATE,MATTYPE,SPECIES,SPECIES EN,SPECIES LATIN,Location,BirdId
16TV0762,09-09-2016,Cloacal/throat swab,aalscholver,Great cormorant,Phalacrocorax carbo,"Ijsselmeer, Nederland",
16TV0771,09-09-2016,Cloacal/throat swab,aalscholver,Great cormorant,Phalacrocorax carbo,"Ijsselmeer, Nederland",
16TV0933,09-09-2016,Cloacal/throat swab,aalscholver,Great cormorant,Phalacrocorax carbo,"Ijsselmeer, Nederland",
16TV0731,09-09-2016,Cloacal/throat swab,tapuit,Northern Wheatear,Oenanthe oenanthe,"Liessel, Nederland",10045927
16TV0514,09-09-2016,Cloacal/throat swab,knobbelzwaan,Mute swan,Cygnus olor,"Almere, Nederland",9221589
16TV0581,09-09-2016,Cloacal/throat swab,knobbelzwaan,Mute swan,Cygnus olor,"Almere, Nederland",7860853
16TV0586,09-09-2016,Cloacal/throat swab,knobbelzwaan,Mute swan,Cygnus olor,"Almere, Nederland",2831817
16TV0504,09-09-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Olst, Nederland",10062830
16TV0554,09-09-2016,Cloacal/throat swab,Braamsluiper,Lesser Whitethroat,Sylvia curruca,"Overdinkel, Nederland",10058164
16TV0415,09-09-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Olst, Nederland",10062834
16TV1021,09-09-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Olst, Nederland",10021675
16TV0403,09-09-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Olst, Nederland",10092601
16TV0920,09-09-2016,Cloacal/throat swab,blauwborst,Bluethroat,Luscinia svecica,"Saeftinghe, Nederland",10060924
16TV1028,09-09-2016,Cloacal/throat swab,paapje,Whinchat,Saxicola rubetra,"Vlieland, Nederland",10211865
16TV0648,22-09-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",10083078
16TV0648,13-10-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",10083078
16TV0329,22-09-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",10083093
16TV0329,22-09-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",10083093
16TV0396,22-09-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",10083060
16TV0396,13-10-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",10083060
16TV1026,26-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10071309
16TV1026,02-11-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10071309
16TV0157,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Almere, Nederland",9695087
16TV0157,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Almere, Nederland",9695087
16TV0157,07-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Almere, Nederland",9695087
16TV0157,07-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Almere, Nederland",9695087
16TV0096,22-09-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10076947
16TV0096,13-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10076947
16TV1057,22-09-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Siebengewald, Nederland",10119261
16TV1057,13-10-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Siebengewald, Nederland",10119261
16TV1003,22-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10083479
16TV1003,22-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10083479
16TV0435,22-09-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10087579
16TV0435,22-09-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10087579
16TV0041,22-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10083483
16TV0041,22-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10083483
16TV1006,22-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10083486
16TV1006,22-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10083486
16TV1024,22-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10083482
16TV1024,22-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10083482
16TV1027,22-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10083484
16TV1027,22-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10083484
16TV1016,22-09-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10083485
16TV1016,22-09-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10083485
16TV1032,22-09-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10083480
16TV1032,22-09-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10083480
16TV0222,28-09-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Olst, Nederland",10099161
16TV0222,28-09-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Olst, Nederland",10099161
16TV0155,27-09-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Kampen, Nederland",10166211
16TV0155,27-09-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Kampen, Nederland",10166211
16TV0155,28-09-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Kampen, Nederland",10166211
16TV0155,28-09-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Kampen, Nederland",10166211
16TV0220,28-09-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Olst, Nederland",10099193
16TV0220,28-09-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Olst, Nederland",10099193
16TV1173,28-09-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Overdinkel, Nederland",10086952
16TV1177,22-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10086955
16TV1176,27-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10086954
16TV1176,27-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10086954
16TV1177,27-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10086955
16TV1176,28-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10086954
16TV1007,28-09-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Olst, Nederland",10099242
16TV1007,28-09-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Olst, Nederland",10099242
16TV0553,28-09-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Olst, Nederland",10099213
16TV0217,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Almere, Nederland",10075858
16TV0217,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Almere, Nederland",10075858
16TV0217,07-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Almere, Nederland",10075858
16TV0217,07-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Almere, Nederland",10075858
16TV0224,06-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Almere, Nederland",9775613
16TV0224,06-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Almere, Nederland",9775613
16TV0095,27-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10087585
16TV0095,27-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10087585
16TV0334,27-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10087591
16TV0095,28-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10087585
16TV0334,28-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10087591
16TV0095,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10087585
16TV0334,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10087591
16TV0085,06-10-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10087602
16TV0085,06-10-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10087602
16TV0073,27-09-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10087573
16TV0073,27-09-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10087573
16TV0073,28-09-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10087573
16TV0073,28-09-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10087573
16TV1041,28-09-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10087550
16TV1049,28-09-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10087473
16TV1049,28-09-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10087473
16TV0340,28-09-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10087487
16TV0340,28-09-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10087487
16TV0370,28-09-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10087483
16TV1041,06-10-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10087550
16TV0353,06-10-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10087564
16TV0353,06-10-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10087564
16TV0370,06-10-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10087483
16TV1052,22-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Uden, Nederland",10087183
16TV1052,27-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Uden, Nederland",10087183
16TV1191,28-09-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Overdinkel, Nederland",10088307
16TV1191,28-09-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Overdinkel, Nederland",10088307
16TV0527,22-09-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Schiermonnikoog, Nederland",10241695
16TV0527,22-09-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Schiermonnikoog, Nederland",10241695
16TV0808,22-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Ankeveen, Nederland",10174255
16TV0808,22-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Ankeveen, Nederland",10174255
16TV1180,27-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10088281
16TV1180,27-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10088281
16TV1189,27-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10088275
16TV1189,27-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10088275
16TV1180,28-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10088281
16TV1189,28-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10088275
16TV0530,22-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Schiermonnikoog, Nederland",10165200
16TV0530,22-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Schiermonnikoog, Nederland",10165200
16TV0533,27-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Schiermonnikoog, Nederland",9981629
16TV0533,27-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Schiermonnikoog, Nederland",9981629
16TV0533,28-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Schiermonnikoog, Nederland",9981629
16TV0533,28-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Schiermonnikoog, Nederland",9981629
16TV1058,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Goor, Nederland",10302583
16TV1058,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Goor, Nederland",10302583
16TV1077,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Goor, Nederland",10302584
16TV1077,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Goor, Nederland",10302584
16TV1174,27-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10098177
16TV1174,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10098177
16TV1174,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10098177
16TV1005,06-10-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Olst, Nederland",10099266
16TV1005,06-10-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Olst, Nederland",10099266
16TV1051,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10097667
16TV1051,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10097667
16TV1047,06-10-2016,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Utrecht, Nederland",10174631
16TV1047,06-10-2016,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Utrecht, Nederland",10174631
16TV0942,27-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9613946
16TV0983,27-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",10043473
16TV1046,27-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",10170965
16TV1046,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",10170965
16TV1046,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",10170965
16TV0942,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9613946
16TV0942,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9613946
16TV0983,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",10043473
16TV0983,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",10043473
16TV1002,06-10-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Olst, Nederland",10099278
16TV1002,06-10-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Olst, Nederland",10099278
16TV0148,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Almere, Nederland",10097522
16TV0148,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Almere, Nederland",10097522
16TV0216,06-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Almere, Nederland",9958553
16TV0216,07-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Almere, Nederland",9958553
16TV1042,27-09-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10097682
16TV1042,06-10-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10097682
16TV1042,06-10-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10097682
16TV1054,06-10-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10097691
16TV1054,06-10-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10097691
16TV0069,06-10-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10097676
16TV0069,06-10-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10097676
16TV0145,27-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"IJsselstein, Nederland",9858844
16TV0145,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"IJsselstein, Nederland",9858844
16TV0145,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"IJsselstein, Nederland",9858844
16TV1170,06-10-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Overdinkel, Nederland",9438607
16TV1170,06-10-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Overdinkel, Nederland",9438607
16TV1172,06-10-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Overdinkel, Nederland",10098182
16TV1172,06-10-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Overdinkel, Nederland",10098182
16TV0113,06-10-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Overdinkel, Nederland",9403652
16TV0113,06-10-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Overdinkel, Nederland",9403652
16TV0135,27-09-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10099546
16TV0135,06-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10099546
16TV0135,06-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10099546
16TV1001,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Olst, Nederland",10022180
16TV1001,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Olst, Nederland",10022180
16TV1171,06-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10104606
16TV1171,06-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10104606
16TV0138,06-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10104605
16TV0138,06-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10104605
16TV0138,06-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10104605
16TV0795,06-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10104604
16TV0795,06-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10104604
16TV0138,07-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10104605
16TV0138,07-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10104605
16TV0795,07-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10104604
16TV0795,07-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10104604
16TV0305,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10104767
16TV0305,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10104767
16TV0337,06-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10104766
16TV0337,06-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10104766
16TV1183,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9977385
16TV1184,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10104608
16TV1183,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9977385
16TV1183,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9977385
16TV1184,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10104608
16TV1184,07-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10104608
16TV1184,16-05-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10104608
16TV0137,06-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10104607
16TV0137,06-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10104607
16TV1055,06-10-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Uden, Nederland",8676493
16TV1055,06-10-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Uden, Nederland",8676493
16TV1055,07-10-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Uden, Nederland",8676493
16TV1055,07-10-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Uden, Nederland",8676493
16TV1073,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Uden, Nederland",10105210
16TV1073,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Uden, Nederland",10105210
16TV1073,06-12-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Uden, Nederland",10105210
16TV1073,06-12-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Uden, Nederland",10105210
16TV0142,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10107937
16TV0142,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10107937
16TV0142,06-12-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10107937
16TV0142,06-12-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10107937
16TV1141,11-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9957191
16TV1141,11-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9957191
16TV1181,11-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10107941
16TV1181,11-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10107941
16TV1141,17-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9957191
16TV1141,17-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9957191
16TV1181,17-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10107941
16TV1181,17-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10107941
16TV0807,06-10-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Ankeveen, Nederland",10054493
16TV0807,06-10-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Ankeveen, Nederland",10054493
16TV0807,06-12-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Ankeveen, Nederland",10054493
16TV0807,06-12-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Ankeveen, Nederland",10054493
16TV0720,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Ankeveen, Nederland",9725359
16TV0720,06-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Ankeveen, Nederland",9725359
16TV0720,06-12-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Ankeveen, Nederland",9725359
16TV0720,06-12-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Ankeveen, Nederland",9725359
16TV1146,11-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10107943
16TV1146,11-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10107943
16TV1146,17-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10107943
16TV1146,17-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10107943
16TV0913,18-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Kampen, Nederland",9945440
16TV0913,18-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Kampen, Nederland",9945440
16TV0913,17-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Kampen, Nederland",9945440
16TV0913,17-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Kampen, Nederland",9945440
16TV0139,18-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Kampen, Nederland",10166419
16TV0139,18-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Kampen, Nederland",10166419
16TV0785,18-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Kampen, Nederland",10166418
16TV0785,18-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Kampen, Nederland",10166418
16TV0785,18-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Kampen, Nederland",10166418
16TV0785,18-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Kampen, Nederland",10166418
